,Average Outflow,Average Inflow,Energy Consumption,Ammonia,Biological Oxygen Demand,Chemical Oxygen Demand,Total Nitrogen,Average Temperature,Maximum temperature,Minimum temperature,Atmospheric pressure,Average humidity,Total rainfall,Average visibility,Average wind speed,Maximum wind speed,Year,Month,Day
1272,5.47,5.351,240626.0,34.0,300.0,710.0,61.866,20.1,24.0,17.8,0.0,73.0,0.0,10.0,17.2,25.9,2019.0,1.0,20.0
1273,7.561,5.075,276750.0,35.0,320.0,760.0,58.0,21.9,29.0,18.0,0.0,70.0,0.0,10.0,12.4,27.8,2019.0,1.0,21.0
1274,6.881,5.357,302437.0,39.0,370.0,1000.0,63.792,22.7,30.2,16.0,0.0,66.0,0.0,10.0,15.7,24.1,2019.0,1.0,22.0
1275,6.111,6.44,276811.0,37.0,370.0,870.0,63.728,20.6,26.0,16.0,0.0,68.0,0.0,10.0,16.7,29.4,2019.0,1.0,23.0
1276,7.105,5.954,300545.0,41.0,422.98,845.96,63.949,26.2,0.0,17.0,0.0,48.0,0.0,10.0,23.0,48.2,2019.0,1.0,25.0
1277,7.592,5.973,244382.0,49.0,260.0,680.0,63.393,23.2,35.0,15.0,0.0,47.0,0.0,10.0,16.9,38.9,2019.0,1.0,28.0
1278,6.854,8.016,252484.0,45.0,310.0,870.0,65.004,23.8,38.0,15.0,0.0,47.0,0.0,10.0,17.8,40.7,2019.0,1.0,29.0
1279,4.037,10.761,270466.0,36.0,320.0,880.0,64.958,25.4,39.0,16.0,0.0,47.0,0.0,10.0,25.9,53.5,2019.0,1.0,30.0
1280,6.517,7.265,266159.0,41.0,320.0,870.0,64.477,16.3,21.0,11.0,0.0,48.0,0.0,10.0,26.9,40.7,2019.0,1.0,31.0
1281,5.701,5.969,278044.0,44.0,330.0,800.0,62.993,24.9,41.0,17.0,0.0,50.0,0.0,10.0,21.1,33.5,2019.0,2.0,3.0
1282,5.941,5.4,267477.0,39.0,280.0,800.0,65.0,18.7,22.0,17.0,0.0,70.0,0.0,10.0,24.6,31.7,2019.0,2.0,4.0
1283,5.328,5.127,289915.0,36.0,360.0,940.0,63.728,20.1,26.0,16.0,0.0,76.0,0.0,89.0,12.6,20.6,2019.0,2.0,5.0
1284,5.274,5.291,280760.0,31.0,360.0,920.0,64.958,25.4,35.0,20.0,0.0,60.0,0.0,9.7,16.9,57.6,2019.0,2.0,6.0
1285,5.241,4.958,298288.0,36.0,350.0,840.0,63.728,22.4,30.0,16.8,0.0,72.0,0.0,9.7,15.6,24.1,2019.0,2.0,7.0
1286,4.972,5.928,260472.0,44.0,300.0,780.0,61.533,17.7,24.0,12.0,0.0,61.0,0.0,10.0,12.6,25.9,2019.0,2.0,10.0
1287,4.993,4.728,270153.0,41.0,350.0,930.0,63.995,22.3,28.0,15.0,0.0,47.0,0.0,10.0,21.7,37.0,2019.0,2.0,11.0
1288,5.437,5.603,298785.0,32.0,370.0,880.0,63.949,12.9,19.0,9.9,0.0,54.0,0.0,97.0,25.6,42.4,2019.0,2.0,12.0
1289,6.331,5.689,217367.0,36.0,310.0,1300.0,67.595,14.1,21.0,9.0,0.0,53.0,0.0,10.0,17.8,29.4,2019.0,2.0,13.0
1290,4.996,5.652,312401.0,32.0,360.0,900.0,63.792,18.6,24.0,15.7,0.0,58.0,0.0,10.0,13.9,25.9,2019.0,2.0,14.0
1291,4.892,5.615,290821.0,37.0,350.0,980.0,63.792,24.7,30.0,19.6,0.0,37.0,0.0,0.0,16.4,27.8,2019.0,2.0,17.0
1292,4.077,5.59,274770.0,40.0,360.0,940.0,63.949,17.1,26.0,11.0,0.0,62.0,0.0,10.0,18.1,37.0,2019.0,2.0,18.0
1293,4.525,5.25,270973.0,37.0,370.0,930.0,63.838,15.0,20.3,9.0,0.0,61.0,0.0,10.0,16.9,27.8,2019.0,2.0,19.0
1294,4.528,4.638,280038.0,38.0,380.0,940.0,70.0,16.4,23.0,11.0,0.0,63.0,0.0,10.0,16.1,27.8,2019.0,2.0,20.0
1295,4.347826086956525e-06,5.153,290940.0,42.0,530.0,1100.0,68.82,17.3,20.1,15.0,0.0,59.0,0.0,10.0,19.6,29.4,2019.0,2.0,21.0
1296,4.347826086956525e-06,5.19,228087.0,41.0,370.0,830.0,65.531,25.7,33.0,19.0,0.0,26.0,0.0,0.0,22.0,51.9,2019.0,2.0,24.0
1297,4.347826086956525e-06,4.435,216494.0,34.0,330.0,970.0,65.531,26.2,35.0,17.0,0.0,24.0,0.0,10.0,19.4,50.0,2019.0,2.0,25.0
1298,4.347826086956525e-06,4.582,279558.0,37.0,290.0,900.0,64.256,17.7,24.0,12.0,0.0,70.0,0.0,10.0,14.3,27.8,2019.0,2.0,26.0
1299,4.347826086956525e-06,4.419,291837.0,35.0,520.0,1100.0,68.82,23.8,31.0,18.0,0.0,43.0,0.0,0.0,16.7,53.5,2019.0,2.0,27.0
1300,4.347826086956525e-06,5.291,286661.0,49.0,440.0,930.0,64.958,30.9,38.0,26.0,0.0,24.0,0.0,0.0,30.0,51.9,2019.0,2.0,28.0
1301,5.133,4.781,283081.0,46.0,350.0,870.0,65.486,25.4,38.0,16.0,0.0,42.0,0.0,10.0,17.8,40.7,2019.0,3.0,3.0
1302,5.951,4.42,300576.0,50.0,360.0,840.0,70.0,20.9,29.0,16.0,0.0,59.0,0.0,0.0,11.9,24.1,2019.0,3.0,4.0
1303,5.956,5.531,275199.0,38.0,330.0,820.0,61.396,18.4,26.0,11.0,0.0,69.0,0.0,10.0,18.0,38.9,2019.0,3.0,5.0
1304,5.976,7.13,203334.0,22.0,370.0,790.0,60.424,12.2,17.0,7.0,0.0,52.0,0.0,10.0,19.8,61.1,2019.0,3.0,6.0
1305,5.974,6.117,231426.0,31.0,390.0,920.0,64.366,17.3,24.0,11.0,0.0,32.0,0.0,0.0,15.0,29.4,2019.0,3.0,7.0
1306,1.146,6.176,218284.0,35.0,422.98,845.96,64.366,19.4,26.1,12.0,0.0,34.0,0.0,0.0,16.3,31.7,2019.0,3.0,8.0
1307,4.347826086956525e-06,5.434,242929.0,49.0,350.0,1000.0,64.522,17.8,24.0,13.0,0.0,67.0,0.0,10.0,14.8,42.4,2019.0,3.0,11.0
1308,4.347826086956525e-06,5.571,266625.0,25.0,390.0,980.0,63.995,13.2,19.0,8.0,0.0,55.0,0.0,10.0,19.1,38.9,2019.0,3.0,12.0
1309,4.347826086956525e-06,5.264,351227.0,27.0,350.0,850.0,63.792,14.3,18.0,9.7,1017.5,59.0,0.0,11.3,14.4,25.9,2019.0,3.0,13.0
1310,4.347826086956525e-06,4.968,326009.0,31.0,290.0,780.0,61.24,15.9,22.0,11.0,0.0,62.0,0.0,10.0,14.1,25.9,2019.0,3.0,14.0
1311,4.347826086956525e-06,4.733,246169.0,32.0,280.0,640.0,61.309,20.6,28.0,16.0,0.0,68.0,0.0,9.8,13.3,24.1,2019.0,3.0,17.0
1312,4.347826086956525e-06,4.802,239426.0,45.0,330.0,830.0,64.301,21.3,27.0,17.0,0.0,68.0,0.0,10.0,13.9,29.4,2019.0,3.0,18.0
1313,4.347826086956525e-06,5.235,279716.0,38.0,340.0,960.0,63.728,19.6,23.0,18.0,0.0,85.0,0.0,7.6,14.4,27.8,2019.0,3.0,19.0
1314,4.347826086956525e-06,4.59,230698.0,37.0,450.0,1100.0,72.0,20.5,25.0,18.5,0.0,82.0,0.0,9.7,14.4,22.2,2019.0,3.0,20.0
1315,4.347826086956525e-06,5.181,274400.0,40.0,440.0,1100.0,67.434,20.6,25.0,18.0,0.0,78.0,0.0,10.0,13.1,20.6,2019.0,3.0,21.0
1316,4.347826086956525e-06,6.693,241643.0,38.0,300.0,820.0,63.227,22.8,31.0,14.0,0.0,48.0,0.0,10.0,31.7,55.4,2019.0,3.0,24.0
1317,4.347826086956525e-06,6.201,241172.0,37.0,310.0,950.0,64.477,13.7,19.0,10.0,0.0,41.0,0.0,10.0,28.9,55.4,2019.0,3.0,25.0
1318,4.347826086956525e-06,7.31,274798.0,37.0,420.0,890.0,64.32,14.4,21.0,8.0,0.0,52.0,0.0,10.0,17.4,31.7,2019.0,3.0,26.0
1319,4.347826086956525e-06,6.256,223711.0,35.0,420.0,910.0,64.366,16.3,23.0,11.0,0.0,50.0,0.0,0.0,15.0,29.4,2019.0,3.0,27.0
1320,4.347826086956525e-06,5.556,232271.0,35.0,410.0,1000.0,64.477,22.1,28.0,17.0,0.0,23.0,0.0,0.0,24.3,48.2,2019.0,3.0,28.0
1321,4.347826086956525e-06,5.299,263513.0,35.0,280.0,720.0,61.866,14.1,19.0,12.0,0.0,74.0,0.0,9.7,13.7,31.7,2019.0,3.0,31.0
1322,4.656,5.951,289189.0,35.0,350.0,770.0,58.0,11.7,17.0,6.0,0.0,68.0,0.0,10.0,11.7,20.6,2019.0,4.0,1.0
1323,5.902,5.313,303918.0,50.0,400.0,940.0,63.792,19.4,26.0,13.0,0.0,38.0,0.0,0.0,21.1,29.4,2019.0,4.0,2.0
1324,6.182,5.297,267033.0,27.0,360.0,1000.0,64.477,17.1,26.0,12.9,0.0,61.0,0.0,10.0,19.4,35.2,2019.0,4.0,3.0
1325,6.432,6.005,339369.0,37.0,350.0,770.0,61.396,17.7,23.0,13.0,0.0,61.0,0.0,0.0,14.1,50.0,2019.0,4.0,4.0
1326,6.248,7.915,276679.0,45.0,260.0,680.0,62.512,18.7,26.0,10.0,0.0,41.0,0.0,10.0,20.0,38.9,2019.0,4.0,7.0
1327,6.112,5.953,266240.0,37.0,350.0,1000.0,64.477,16.3,23.0,9.0,0.0,57.0,0.0,10.0,22.6,42.4,2019.0,4.0,8.0
1328,4.054,5.066,232435.0,48.0,340.0,845.96,64.477,11.1,16.0,8.0,0.0,67.0,0.0,10.0,17.2,35.2,2019.0,4.0,9.0
1329,3.686,5.477,207915.0,42.0,380.0,840.0,64.366,13.1,15.0,9.0,0.0,59.0,0.0,10.0,11.9,20.6,2019.0,4.0,10.0
1330,5.51,4.483,319623.0,38.0,320.0,650.0,60.406,11.4,18.0,5.6,0.0,64.0,0.0,10.0,13.3,20.6,2019.0,4.0,11.0
1331,5.115,5.066,271916.0,45.0,260.0,660.0,60.0,17.1,23.0,12.0,0.0,58.0,0.0,0.0,9.6,25.9,2019.0,4.0,14.0
1332,5.24,4.69,282147.0,40.0,300.0,670.0,62.512,22.4,27.0,20.0,0.0,36.0,0.0,0.0,25.0,42.4,2019.0,4.0,15.0
1333,4.463,5.367,295988.0,36.0,340.0,680.0,62.218,24.8,30.0,21.0,0.0,28.0,0.0,0.0,41.3,61.1,2019.0,4.0,16.0
1334,5.542,5.069,290667.0,38.0,300.0,930.0,65.486,20.9,31.0,8.9,0.0,39.0,0.0,10.0,26.9,59.4,2019.0,4.0,17.0
1335,4.613,4.701,233217.0,33.0,422.98,845.96,64.32,15.1,23.0,9.0,0.0,56.0,0.0,0.0,11.3,27.8,2019.0,4.0,19.0
1336,4.332,5.14,172867.0,42.0,270.0,780.0,61.601,13.0,16.1,9.0,0.0,73.0,0.0,10.0,12.4,18.3,2019.0,4.0,22.0
1337,6.161,4.348,248114.0,46.0,300.0,890.0,64.32,16.1,22.0,11.0,0.0,54.0,0.0,10.0,18.0,31.7,2019.0,4.0,25.0
1338,7.528,5.253,223064.0,50.0,260.0,730.0,62.032,12.2,16.2,8.0,0.0,77.0,0.0,10.0,14.6,27.8,2019.0,4.0,28.0
1339,6.984,5.988,224891.0,40.0,250.0,770.0,61.991,12.3,18.0,7.0,0.0,63.0,0.0,10.0,12.8,38.9,2019.0,4.0,29.0
1340,3.572,6.175,264894.0,41.0,270.0,750.0,62.384,18.7,22.0,15.0,0.0,37.0,0.0,10.0,28.3,50.0,2019.0,4.0,30.0
1341,4.347826086956525e-06,6.372,269271.0,43.0,320.0,880.0,61.0,18.9,22.0,15.0,0.0,72.0,0.0,51.8,30.0,38.9,2019.0,5.0,1.0
1342,0.002,5.208,257362.0,49.0,330.0,780.0,62.16,15.4,20.0,10.0,0.0,76.0,0.0,0.0,20.6,31.7,2019.0,5.0,2.0
1343,5.689,4.165,261684.0,48.0,220.0,780.0,62.16,11.8,16.0,8.0,0.0,81.0,0.0,0.0,14.1,24.1,2019.0,5.0,5.0
1344,6.567,4.093,223546.0,48.0,280.0,840.0,63.422,11.0,16.0,6.0,0.0,76.0,0.0,0.0,14.3,25.9,2019.0,5.0,6.0
1345,6.589,6.135,236331.0,34.0,310.0,950.0,64.477,13.4,19.0,9.0,0.0,62.0,0.0,0.0,25.9,48.2,2019.0,5.0,7.0
1346,5.481,5.445,260337.0,46.0,360.0,920.0,64.477,12.0,16.0,8.0,0.0,67.0,0.0,0.0,22.6,42.4,2019.0,5.0,8.0
1347,3.994,5.608,262600.0,40.0,290.0,990.0,64.477,12.2,16.0,8.8,0.0,65.0,0.0,51.8,25.2,55.4,2019.0,5.0,9.0
1348,4.525,4.664,243279.0,43.0,330.0,830.0,64.256,13.9,17.0,11.0,0.0,69.0,0.0,0.0,15.7,22.2,2019.0,5.0,12.0
1349,5.326,4.59,248342.0,39.0,250.0,750.0,62.317,12.9,17.0,9.0,0.0,65.0,0.0,0.0,22.8,33.5,2019.0,5.0,13.0
1350,5.64,4.37,230971.0,44.0,340.0,930.0,66.0,14.3,19.1,10.0,0.0,69.0,0.0,0.0,10.4,25.9,2019.0,5.0,14.0
1351,3.788,5.544,232223.0,50.0,310.0,880.0,63.422,11.4,16.0,6.0,0.0,71.0,0.0,0.0,8.9,20.6,2019.0,5.0,15.0
1352,4.844,5.078,297914.0,38.0,330.0,910.0,61.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,5.0,16.0
1353,5.045,4.628,269476.0,40.0,270.0,700.0,61.521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,5.0,19.0
1354,4.187,4.895,275305.0,41.0,330.0,800.0,62.317,13.6,17.0,10.0,0.0,79.0,0.0,0.0,28.7,53.5,2019.0,5.0,20.0
1355,4.467,4.705,270048.0,34.0,280.0,880.0,64.256,14.4,20.0,10.8,0.0,70.0,0.0,0.0,20.7,27.8,2019.0,5.0,21.0
1356,2.815,4.644,188232.0,35.0,300.0,720.0,61.668,15.3,22.0,11.0,0.0,61.0,0.0,0.0,19.1,29.4,2019.0,5.0,22.0
1357,5.332,4.488,306155.0,32.0,310.0,740.0,61.69,16.6,21.0,14.0,0.0,49.0,0.0,0.0,41.9,53.5,2019.0,5.0,23.0
1358,5.502,4.453,285131.0,26.0,190.0,610.0,48.0,10.3,14.0,6.0,0.0,66.0,0.0,51.8,27.2,46.5,2019.0,5.0,26.0
1359,5.392,4.93,328307.0,24.0,200.0,560.0,53.295,9.1,13.0,7.0,0.0,70.0,0.0,0.0,30.7,51.9,2019.0,5.0,27.0
1360,4.582,4.802,339074.0,24.0,260.0,620.0,57.086,10.9,15.0,7.0,0.0,67.0,0.0,0.0,28.0,42.4,2019.0,5.0,28.0
1361,4.875,5.346,353157.0,28.0,280.0,680.0,58.769,6.6,10.0,5.0,0.0,76.0,0.0,0.0,28.5,46.5,2019.0,5.0,29.0
1362,4.846,4.219,343734.0,19.0,170.0,640.0,59.797,10.6,12.0,8.8,0.0,50.0,0.0,51.7,22.8,35.2,2019.0,5.0,30.0
1363,3.593,4.357,321106.0,29.0,230.0,800.0,61.591,9.5,14.0,7.0,0.0,51.0,0.0,9.5,17.5,42.4,2019.0,6.0,2.0
1364,3.954,4.907,259208.0,33.0,180.0,720.0,61.19,8.1,10.0,6.0,0.0,59.0,0.0,9.0,18.1,35.2,2019.0,6.0,3.0
1365,5.686,5.083,286142.0,38.0,260.0,750.0,61.033,9.1,12.0,6.0,0.0,77.0,0.0,10.0,15.0,25.9,2019.0,6.0,4.0
1366,6.171,4.615,295447.0,35.0,300.0,980.0,63.619,10.5,12.0,9.6,0.0,72.0,0.0,10.0,18.9,25.9,2019.0,6.0,5.0
1367,3.797,5.971,303571.0,39.0,320.0,920.0,63.155,11.8,14.0,10.0,0.0,52.0,0.0,10.0,10.7,25.9,2019.0,6.0,6.0
1368,4.545,4.932,294265.0,39.0,422.98,845.96,62.942,10.1,17.0,5.0,0.0,74.0,0.0,10.0,13.9,35.2,2019.0,6.0,7.0
1369,4.738,4.777,304417.0,39.0,320.0,790.0,61.69,12.6,15.0,8.9,0.0,67.0,0.0,10.0,23.0,37.0,2019.0,6.0,10.0
1370,2.813,5.216,255359.0,44.0,260.0,870.0,63.84,14.3,17.0,12.0,0.0,67.0,0.0,9.7,35.6,59.4,2019.0,6.0,11.0
1371,4.398,4.513,304526.0,43.0,230.0,780.0,61.885,12.0,16.0,7.0,0.0,55.0,0.0,9.8,23.2,42.4,2019.0,6.0,12.0
1372,3.805,4.558,329105.0,43.0,300.0,810.0,65.0,12.1,16.0,5.0,0.0,75.0,0.0,9.8,19.1,29.4,2019.0,6.0,13.0
1373,5.327,4.795,303728.0,45.0,330.0,770.0,61.632,10.4,15.0,7.0,0.0,79.0,0.0,10.0,17.6,24.1,2019.0,6.0,16.0
1374,4.394,4.656,277748.0,47.0,270.0,760.0,61.789,11.6,17.0,8.8,0.0,74.0,0.0,10.0,23.3,35.2,2019.0,6.0,17.0
1375,3.838,4.95,289854.0,44.0,270.0,870.0,62.942,7.2,12.0,4.7,0.0,82.0,0.0,10.0,18.9,40.7,2019.0,6.0,18.0
1376,4.934,4.834,289607.0,46.0,360.0,1000.0,62.849,7.7,11.0,5.6,0.0,55.0,0.0,10.0,11.1,18.3,2019.0,6.0,19.0
1377,5.068,4.716,305938.0,28.0,310.0,660.0,58.807,6.8,10.0,4.0,0.0,56.0,0.0,10.0,14.4,22.2,2019.0,6.0,20.0
1378,5.882,5.51,293446.0,40.0,250.0,700.0,60.671,7.6,16.0,3.0,0.0,71.0,0.0,0.0,13.5,25.9,2019.0,6.0,24.0
1379,4.638,4.811,307968.0,47.0,260.0,860.0,64.0,9.7,16.0,3.0,0.0,65.0,0.0,10.0,18.1,25.9,2019.0,6.0,25.0
1380,5.373,4.929,316675.0,46.0,300.0,900.0,62.479,10.9,17.0,5.0,0.0,65.0,0.0,10.0,21.9,35.2,2019.0,6.0,26.0
1381,4.072,5.194,318268.0,31.0,270.0,910.0,63.312,12.4,16.0,10.0,0.0,63.0,0.0,10.0,28.0,44.6,2019.0,6.0,27.0
